job_id,worker_id,platform,client_region,project_type,job_category,payment_method,work_date,earnings_usd,job_completed,job_duration_days,hourly_rate,job_success_rate,client_rating,rehire_rate,marketing_spend
3897,1225,Fiverr,Uk,Hourly,Digital Marketing,Mobile Banking,2025-10-24,3225.24,0,51,90.34,68.54,3.73,67.1,273
10920,1909,Peopleperhour,Europe,Hourly,Seo,Mobile Banking,2025-03-25,8680.97,269,25,137.81,66.79,4.16,83.13,243
1350,760,Freelancer,Europe,Fixed,Data Entry,Crypto,2025-06-29,,106,34,29.87,77.06,3.47,16.27,160
7327,823,Peopleperhour,canada,Hourly,Data Entry,Mobile Banking,2025-12-08,2800.24,223,31,132.74,,4.19,25.87,29
7673,795,Fiverr,Usa,Hourly,Seo,Direct Deposit,2025-07-26,3474.2,290,11,81.69,94.14,3.57,54.12,1
3778,815,PEOPLEPERHOUR,Asia,Fixed,Web Development,PayPal,2025-09-27,8615.0,176,30,18.49,74.94,3.05,14.38,131
11455,389,Peopleperhour,Uk,Hourly,Seo,Bank Transfer,2025-08-02,526.62,165,2,18.16,66.56,3.91,80.05,45
1839,1915,Upwork,Europe,Hourly,Data Entry,Direct Deposit,2025-07-22,6020.4,233,25,61.46,,3.16,45.14,375
9314,1398,Upwork,Canada,Fixed,Content Writing,PayPal,2025-03-01,7588.31,142,18,127.35,62.58,4.66,70.96,137
4051,447,Fiverr,Uk,Fixed,Web Development,Direct Deposit,2025-10-28,458.2,297,16,135.82,93.55,4.39,14.39,270
10872,1315,Fiverr,Asia,Hourly,App Development,Bank Transfer,2025-01-03,4227.85,26,38,85.38,71.29,3.23,76.91,382
11801,1270,Freelancer,Australia,Hourly,Digital Marketing,Bank Transfer,2025-11-09,4820.03,202,32,117.32,75.01,3.56,32.11,378
5703,179,fiverr,Uk,Fixed,App Development,Crypto,2025-06-10,9025.17,268,7,122.05,68.64,4.2,56.84,233
8158,1465,TOPTAL,Europe,Fixed,Customer Support,Mobile Banking,2025-05-08,4626.83,86,29,73.51,65.47,3.35,64.48,135
9063,654,Freelancer,Usa,Hourly,  Web Development  ,Bank Transfer,2025-11-03,992.5,231,6,47.13,74.2,3.27,23.59,12
2763,1663,Toptal,Canada,Hourly,Customer Support,Mobile Banking,2025-12-14,3819.83,134,5,145.29,84.38,4.28,58.6,336
164,351,Fiverr,EUROPE,Hourly,  Content Writing  ,Direct Deposit,2025-02-18,1096.51,0,59,135.8,,4.78,48.04,23
6828,1928,Freelancer,Europe,Hourly,App Development,PayPal,2025-09-04,1899.26,99,34,118.93,71.47,3.36,28.36,73
3686,1693,Peopleperhour,EUROPE,Fixed,Web Development,Mobile Banking,2025-03-07,1872.36,97,42,87.9,80.83,3.41,78.07,311
5063,504,Freelancer,Usa,Fixed,Seo,Direct Deposit,2025-03-12,5871.29,59,55,120.1,60.54,4.36,,255
3603,1026,tOPTAL,Usa,Hourly,Seo,Direct Deposit,2025-09-02,911.71,151,19,26.52,76.67,4.29,58.97,476
8063,1819,Freelancer,MIDDLE EAST,Hourly,Digital Marketing,PayPal,2025-05-09,8949.45,45,35,120.34,94.56,4.51,44.27,182
3303,78,Peopleperhour,Middle East,Hourly,Web Development,PayPal,2025-09-25,3589.22,170,55,102.71,83.39,4.81,66.58,300
10782,1487,fIVERR,Uk,Fixed,App Development,Crypto,2025-04-28,9011.86,178,20,59.76,60.03,4.94,19.16,59
1447,175,Freelancer,Asia,Hourly,Seo,Mobile Banking,2025-03-10,245.82,254,49,15.99,87.58,4.68,31.77,289
6597,817,Upwork,Canada,Fixed,Graphic Design,Direct Deposit,2025-05-19,1178.86,38,39,140.66,75.22,3.49,77.38,367
1021,597,Peopleperhour,Australia,Hourly,Data Entry,Mobile Banking,2025-07-11,9328.21,236,31,48.16,81.5,3.29,58.48,129
706,703,Upwork,europe,Fixed,Data Entry,Direct Deposit,2025-05-11,5382.74,266,13,,80.47,3.3,79.35,58
11777,1910,Peopleperhour,UK,Fixed,Digital Marketing,Bank Transfer,2025-09-17,7616.63,298,14,60.61,70.91,3.6,12.62,230
1867,1367,Fiverr,Asia,Fixed,Content Writing,Mobile Banking,2025-06-13,,90,12,98.23,61.41,4.91,29.35,195
7857,856,Fiverr,Usa,Fixed,App Development,Bank Transfer,2025-03-31,3173.45,70,47,,65.9,3.38,36.5,473
8882,1860,Freelancer,ASIA,Hourly,Web Development,PayPal,2025-10-28,1298.89,155,2,93.2,74.5,3.32,62.33,369
9844,1582,Freelancer,australia,Hourly,Seo,PayPal,2025-12-29,5516.02,105,47,106.95,,4.38,56.75,43
12123,904,Freelancer,Europe,Hourly,Customer Support,Crypto,2025-02-03,691.88,300,46,,78.93,4.07,80.29,231
2575,373,Peopleperhour,Australia,Hourly,Seo,Bank Transfer,2025-05-26,7180.19,157,24,,68.14,4.74,84.72,43
770,1250,Freelancer,Uk,Fixed,Seo,PayPal,2025-05-13,4974.54,117,18,118.41,85.21,3.29,59.44,25
2957,1940,Upwork,Middle East,Fixed,Web Development,Crypto,2025-08-29,5790.65,82,32,16.99,93.95,3.85,39.47,96
8002,1571,Peopleperhour,Asia,Fixed,Data Entry,Direct Deposit,2025-06-09,2427.09,67,5,54.75,61.69,4.78,61.89,102
3743,686,freelancer,Uk,Fixed,Content Writing,PayPal,2025-07-04,5287.55,43,51,140.7,92.1,3.47,49.45,37
3915,263,Peopleperhour,Australia,Fixed,Web Development,Bank Transfer,2025-03-27,478.74,205,59,58.78,78.84,3.62,72.47,48
9148,876,Upwork,Canada,Fixed,Graphic Design,Direct Deposit,2025-01-26,3378.25,54,16,24.86,62.51,3.11,66.44,412
11289,259,Peopleperhour,Asia,Fixed,App Development,Direct Deposit,2025-09-17,6539.34,221,10,65.01,,4.85,77.06,466
1420,129,Upwork,australia,Fixed,Seo,Crypto,2025-07-29,3308.0,116,43,59.11,79.31,4.61,50.95,51
1104,1645,Peopleperhour,Middle East,Fixed,Data Entry,Direct Deposit,2025-08-15,847.56,165,47,24.64,78.44,,89.42,172
2899,1019,Upwork,Asia,Hourly,Customer Support,Mobile Banking,2025-09-05,8787.04,52,47,130.66,85.03,4.38,81.42,397
6884,1347,Fiverr,Middle East,Fixed,Data Entry,Crypto,2025-03-03,2317.99,267,6,101.46,83.46,3.95,70.27,500
8286,698,Freelancer,Australia,Fixed,Web Development,Mobile Banking,2025-12-28,3142.6,99,44,53.47,69.98,,83.54,71
10709,511,Toptal,Australia,Hourly,Data Entry,Crypto,2025-04-27,9271.87,94,47,120.71,91.54,3.03,12.77,488
1559,1364,Peopleperhour,Asia,Hourly,Seo,Bank Transfer,2025-10-08,4235.27,244,12,140.96,96.45,4.28,72.09,314
10743,50,Fiverr,Middle East,Fixed,Graphic Design,Crypto,2025-11-02,5880.18,44,45,,61.44,4.86,83.43,186
1441,1633,Fiverr,Europe,Hourly,Graphic Design,Crypto,2025-12-22,6087.78,2,59,117.08,82.79,3.35,52.93,439
11310,499,Upwork,Usa,Fixed,Digital Marketing,PayPal,2025-01-28,8930.18,235,24,,75.14,4.48,23.39,331
2872,518,Peopleperhour,Asia,Hourly,Digital Marketing,Mobile Banking,2025-05-14,701.78,148,42,30.11,,3.1,78.75,168
3524,1010,Upwork,Middle East,Hourly,Web Development,Crypto,2025-07-02,7573.48,151,22,149.33,88.96,3.34,13.46,305
4543,1753,Toptal,Europe,Hourly,Graphic Design,Bank Transfer,2025-04-15,6629.23,145,57,130.01,65.21,4.56,,73
35,1284,PEOPLEPERHOUR,Uk,Hourly,App Development,Crypto,2025-05-01,851.75,78,21,51.68,69.25,4.39,66.51,32
3401,266,Toptal,Usa,Fixed,Digital Marketing,Direct Deposit,2025-10-20,,196,9,78.29,63.1,,76.34,388
4256,814,Upwork,Usa,Fixed,  App Development  ,Mobile Banking,2025-12-10,1062.6,116,35,71.04,76.88,3.82,23.1,389
6316,83,Peopleperhour,Middle East,Fixed,App Development,Crypto,2025-03-10,7140.8,101,24,43.46,90.37,3.3,54.32,345
7307,1070,Peopleperhour,AUSTRALIA,Hourly,Web Development,Mobile Banking,2025-04-23,4931.78,80,53,49.88,65.21,3.07,,26
7336,79,Freelancer,Middle East,Hourly,Digital Marketing,Direct Deposit,2025-05-05,7709.67,98,44,38.68,65.64,4.84,62.13,294
11463,464,Toptal,canada,Hourly,Graphic Design,Crypto,2025-08-08,5381.18,75,35,52.06,95.4,,69.26,408
2653,205,Freelancer,Australia,Hourly,Digital Marketing,PayPal,2025-12-20,6253.67,230,43,117.09,88.23,3.36,70.17,124
5329,28,Fiverr,europe,Hourly,Seo,Bank Transfer,2025-08-15,4859.55,62,38,23.92,64.13,3.15,33.65,354
11731,425,Toptal,Asia,Hourly,Digital Marketing,PayPal,2025-12-19,4189.58,218,48,,75.96,3.35,15.7,404
3377,264,Upwork,Usa,Fixed,Digital Marketing,PayPal,2025-04-18,2361.38,58,6,118.13,76.25,4.95,15.95,207
776,1081,Fiverr,usa,Hourly,Seo,Crypto,2025-05-18,,125,37,41.33,91.96,,28.47,161
5619,993,Toptal,Middle East,Hourly,Seo,PayPal,2025-03-19,4791.53,19,2,54.26,73.98,4.77,65.4,48
2386,1087,fREELANCER,AUSTRALIA,Hourly,Web Development,Bank Transfer,2025-09-11,2693.55,269,28,63.18,76.64,3.95,39.05,61
12173,1586,Freelancer,Europe,Hourly,Data Entry,Crypto,2025-07-06,,139,60,117.84,67.09,4.38,74.47,409
293,830,Freelancer,Australia,Fixed,Customer Support,Direct Deposit,2025-10-04,3955.36,149,50,78.73,65.36,4.0,17.24,186
2837,1467,Freelancer,Canada,Fixed,App Development,PayPal,2025-03-28,3335.24,90,35,77.35,66.11,,26.58,69
11322,1086,FREELANCER,EUROPE,Fixed,Seo,Direct Deposit,2025-11-24,9655.93,201,17,24.64,84.7,4.65,29.69,266
8854,383,Fiverr,Middle East,Fixed,Customer Support,PayPal,2025-03-29,0.0,7,53,53.45,68.09,3.65,80.32,142
11948,1193,Upwork,Uk,Hourly,Web Development,Bank Transfer,2025-03-22,5482.59,220,38,129.82,82.56,3.74,24.87,281
2871,1451,toptal,Australia,Fixed,Digital Marketing,Crypto,2025-11-30,2581.08,52,45,81.41,87.05,3.62,,311
8202,1073,fiverr,Canada,Fixed,Web Development,Crypto,2025-05-23,1839.92,180,22,67.09,78.57,3.87,69.68,245
7591,1253,Toptal,Asia,Hourly,Content Writing,Bank Transfer,2025-04-19,4386.61,111,6,142.82,76.16,4.69,53.35,460
7692,1776,Toptal,Usa,Hourly,Seo,PayPal,2025-01-01,7409.98,128,32,116.61,85.28,3.58,53.21,181
10898,423,Fiverr,Australia,Fixed,Seo,Crypto,2025-06-11,298.49,225,45,95.78,87.15,3.86,28.73,483
4888,1364,Peopleperhour,Middle East,Hourly,Web Development,Direct Deposit,2025-07-08,8096.19,81,30,65.53,61.39,4.72,13.75,164
8087,1746,Peopleperhour,Middle East,Fixed,App Development,PayPal,2025-07-24,9362.97,75,15,92.33,91.24,3.94,,344
1536,192,Freelancer,Usa,Fixed,Customer Support,Crypto,2025-12-25,1844.31,4,51,140.79,72.1,4.09,,220
1319,1925,Upwork,Usa,Fixed,Content Writing,PayPal,2025-07-24,3743.6,196,21,95.45,75.88,4.69,24.54,436
2731,106,Toptal,Canada,Hourly,Customer Support,Direct Deposit,2025-12-20,1763.02,3,39,112.79,94.48,3.3,29.58,40
10565,1339,Freelancer,Usa,Fixed,Seo,PayPal,2025-08-21,,127,31,129.03,92.63,3.35,60.38,228
10992,255,Fiverr,canada,Fixed,Data Entry,PayPal,2025-07-28,4863.8,258,52,138.08,85.6,4.32,77.8,439
10109,270,Upwork,EUROPE,Fixed,App Development,Direct Deposit,2025-03-19,8912.59,67,58,147.05,,4.75,33.4,90
7547,1609,Fiverr,Europe,Hourly,Data Entry,PayPal,2025-03-23,1147.98,60,36,122.13,99.9,3.85,53.03,14
4880,399,Fiverr,Europe,Fixed,Digital Marketing,Crypto,2025-10-06,5783.22,278,24,46.78,73.66,3.6,81.03,42
10866,1579,Toptal,Asia,Hourly,Web Development,Direct Deposit,2025-06-15,3617.75,111,59,33.43,80.09,3.97,13.53,467
9397,285,Upwork,Canada,Fixed,Customer Support,Mobile Banking,2025-10-29,,236,53,138.56,67.19,3.96,49.87,409
11800,1613,Freelancer,Middle East,Hourly,Web Development,Direct Deposit,2025-10-02,5235.09,270,37,87.11,74.13,3.6,42.72,221
5469,1443,Upwork,Usa,Hourly,Content Writing,PayPal,2025-01-08,1498.63,31,50,48.99,74.17,3.83,49.34,265
2229,1408,Fiverr,europe,Hourly,Graphic Design,Direct Deposit,2025-01-09,2993.13,183,42,135.64,72.29,4.46,65.29,49
2642,459,toptal,Uk,Hourly,Seo,Bank Transfer,2025-08-24,74.98,208,38,101.48,86.37,3.65,,429
4419,876,Fiverr,Australia,Hourly,Seo,Bank Transfer,2025-12-15,9083.27,11,60,76.61,73.35,4.93,15.34,320
9486,1763,Upwork,Middle East,Fixed,Graphic Design,Direct Deposit,2025-01-25,9455.87,182,49,116.92,97.3,3.03,43.82,125
7729,52,upwork,Europe,Hourly,Digital Marketing,Crypto,2025-12-07,5682.52,22,37,33.6,62.78,4.01,89.38,249
6622,1494,Toptal,Uk,Hourly,Digital Marketing,PayPal,2025-07-25,0.0,5,31,,89.79,3.87,82.8,496
6335,1807,Peopleperhour,Canada,Fixed,Web Development,Crypto,2025-02-19,883.48,160,25,121.09,89.41,3.86,,354
9175,744,Peopleperhour,Usa,Fixed,Data Entry,Bank Transfer,2025-06-05,8933.59,175,34,27.12,76.52,4.6,59.61,271
357,1780,Upwork,ASIA,Hourly,App Development,Crypto,2025-08-19,,105,22,78.61,81.86,4.5,53.9,318
8411,294,Freelancer,Usa,Fixed,Digital Marketing,Direct Deposit,2025-12-17,1731.36,147,52,145.51,98.05,,87.19,311
5244,1087,Freelancer,Europe,Hourly,Web Development,PayPal,2025-08-10,3797.43,155,58,127.19,65.37,4.34,76.81,58
7246,1473,Toptal,Europe,Fixed,Digital Marketing,Direct Deposit,2025-07-27,,286,10,119.58,86.14,4.95,78.92,348
8736,1833,Freelancer,Canada,Fixed,Data Entry,Crypto,2025-07-16,6986.3,275,39,126.48,72.95,3.99,78.55,106
4585,647,Freelancer,Australia,Fixed,Graphic Design,PayPal,2025-11-30,3974.57,57,30,114.32,63.74,4.49,15.24,84
838,103,Freelancer,Middle East,Hourly,  Customer Support  ,Mobile Banking,2025-06-22,5450.35,92,50,106.12,71.73,3.83,45.74,152
267,1692,Fiverr,Canada,Hourly,Digital Marketing,Mobile Banking,2025-06-24,8450.96,170,4,64.05,82.41,4.24,47.85,336
6803,1291,Toptal,Canada,Fixed,Customer Support,PayPal,2025-05-15,7719.95,269,24,84.99,90.38,3.91,65.39,425
2007,223,Fiverr,Canada,Hourly,Data Entry,PayPal,2025-07-22,9602.02,169,5,56.95,76.84,4.94,11.02,5
8401,1877,Toptal,CANADA,Fixed,Graphic Design,Mobile Banking,2025-08-09,4466.48,285,40,28.58,,4.45,57.85,100
11213,27,uPWORK,Middle East,Hourly,Seo,Direct Deposit,2025-06-21,6450.73,279,59,103.99,99.3,3.16,15.16,40
2363,606,Freelancer,Canada,Hourly,Content Writing,Direct Deposit,2025-11-03,238.51,93,55,17.83,,4.24,17.65,57
7388,1394,Freelancer,Usa,Hourly,Web Development,Mobile Banking,2025-10-21,7233.57,39,51,,,3.16,30.33,495
9756,842,fREELANCER,Europe,Fixed,Customer Support,Direct Deposit,2025-10-20,6872.76,85,29,45.46,93.71,4.25,16.3,231
11775,1645,Freelancer,Usa,Fixed,Graphic Design,Direct Deposit,2025-06-08,4294.83,28,39,128.27,85.71,,,433
11305,1014,Fiverr,asia,Fixed,Seo,PayPal,2025-09-26,,181,11,79.93,68.29,4.22,72.91,216
12184,911,Peopleperhour,Usa,Hourly,App Development,Crypto,2025-05-09,,203,56,143.98,84.2,3.93,75.76,63
11593,1514,Upwork,Australia,Fixed,Data Entry,PayPal,2025-01-09,4151.03,146,43,53.57,65.49,4.14,21.29,132
5117,371,Peopleperhour,canada,Hourly,Content Writing,PayPal,2025-07-20,7669.48,197,14,45.79,90.57,3.99,59.41,262
827,935,Freelancer,Usa,Hourly,Graphic Design,Mobile Banking,2025-05-05,4851.45,206,24,49.1,72.01,4.94,80.19,390
10088,1414,Peopleperhour,Canada,Hourly,Web Development,Direct Deposit,2025-09-20,8914.89,94,15,40.19,71.95,,,407
4254,776,Freelancer,Europe,Fixed,App Development,Mobile Banking,2025-01-15,5273.05,242,47,52.88,85.68,3.06,62.96,367
11005,1683,Toptal,Uk,Fixed,Seo,PayPal,2025-05-07,,255,52,30.42,60.05,3.76,66.0,499
7974,841,Freelancer,Uk,Fixed,Digital Marketing,Direct Deposit,2025-10-10,9890.48,152,2,89.34,69.6,3.57,10.33,68
3813,1306,Upwork,Usa,Hourly,Web Development,Mobile Banking,2025-11-29,6223.96,60,21,99.37,82.53,3.81,60.45,136
1442,570,Freelancer,Usa,Hourly,Customer Support,Crypto,2025-06-29,8322.75,169,46,,,,,251
3067,143,Toptal,Usa,Fixed,Content Writing,Bank Transfer,2025-04-26,,10,41,68.59,63.01,4.33,86.4,90
9973,213,Toptal,canada,Fixed,Web Development,Bank Transfer,2025-04-03,4951.88,223,1,147.95,100.0,4.23,28.86,72
2749,1746,Toptal,Middle East,Hourly,Customer Support,Mobile Banking,2025-08-16,729.07,292,34,102.05,80.67,3.87,67.41,382
7991,784,Freelancer,Uk,Hourly,Content Writing,Bank Transfer,2025-04-05,4721.38,67,38,133.46,71.71,3.45,26.49,246
9341,1388,Toptal,Middle East,Hourly,Graphic Design,Mobile Banking,2025-02-15,91.34,146,23,94.33,86.33,3.2,37.09,355
3062,1641,Upwork,Australia,Hourly,Digital Marketing,Bank Transfer,2025-10-30,3328.03,193,37,147.76,80.5,4.57,24.13,284
890,835,FIVERR,Usa,Hourly,Data Entry,PayPal,2025-02-21,4227.83,34,58,,64.5,3.95,88.67,438
7899,31,Freelancer,Asia,Hourly,Graphic Design,Crypto,2025-05-02,1092.11,95,46,126.21,,3.44,59.36,479
12174,1896,Fiverr,Canada,Hourly,Digital Marketing,Direct Deposit,2025-12-15,7163.03,77,13,52.06,60.71,4.25,41.83,64
7786,1509,TOPTAL,Australia,Hourly,Graphic Design,Direct Deposit,2025-06-07,2652.88,63,19,59.7,65.3,3.7,,112
1964,1815,Peopleperhour,Europe,Hourly,Content Writing,Mobile Banking,2025-05-12,5908.78,43,30,,76.05,3.65,82.5,385
3126,1563,Upwork,ASIA,Fixed,Graphic Design,Bank Transfer,2025-01-15,1208.54,35,60,115.76,86.4,3.39,16.34,193
6303,1298,Fiverr,Middle East,Hourly,Seo,Crypto,2025-01-31,5289.88,177,15,75.47,96.52,4.12,59.71,58
7742,888,Peopleperhour,Usa,Hourly,Customer Support,Direct Deposit,2025-06-07,0.0,2,42,30.68,71.52,4.2,,354
1128,1527,Peopleperhour,Asia,Fixed,Digital Marketing,Crypto,2025-06-24,5525.4,224,53,63.03,82.88,3.97,77.79,217
9483,1159,Peopleperhour,usa,Fixed,Content Writing,Bank Transfer,2025-06-05,6202.78,285,55,137.54,,3.37,89.24,330
12196,1427,Fiverr,Usa,Fixed,Seo,Mobile Banking,2025-04-08,9417.58,49,37,80.02,68.13,3.68,71.06,310
10424,759,Freelancer,europe,Fixed,App Development,Crypto,2025-11-02,3163.32,30,16,91.86,82.28,3.97,51.92,345
10058,764,Upwork,Asia,Hourly,Graphic Design,Bank Transfer,2025-08-15,1203.9,89,59,100.37,60.36,4.35,,143
6791,278,Upwork,Middle East,Hourly,App Development,Crypto,2025-01-18,8237.18,189,58,115.06,69.38,3.08,59.55,92
8001,1071,FIVERR,Asia,Fixed,Graphic Design,Direct Deposit,2025-03-28,5661.0,177,47,103.83,61.03,4.58,,273
6633,1017,Toptal,Asia,Hourly,Content Writing,Crypto,2025-05-06,4070.31,130,12,33.79,66.99,4.38,81.67,36
1544,173,Freelancer,Australia,Fixed,Content Writing,PayPal,2025-10-03,8371.72,48,9,98.59,63.47,4.18,40.59,2
3264,956,UPWORK,Australia,Fixed,Customer Support,Direct Deposit,2025-05-08,,285,42,114.89,85.52,3.76,20.91,429
9056,846,Peopleperhour,Europe,Hourly,Web Development,Crypto,2025-06-16,8210.36,65,6,,97.46,4.87,27.45,228
10110,1081,Peopleperhour,Europe,Hourly,Seo,PayPal,2025-12-11,1086.42,223,36,123.72,91.98,4.06,,210
2269,820,fREELANCER,usa,Hourly,Seo,Bank Transfer,2025-03-05,5001.48,252,25,68.44,92.86,3.59,22.65,459
3771,1522,Freelancer,Usa,Hourly,Seo,Direct Deposit,2025-10-30,0.0,3,56,111.61,95.49,,56.16,269
7513,1892,Freelancer,Europe,Fixed,Web Development,Mobile Banking,2025-05-22,,197,14,126.03,81.93,3.23,29.23,440
8295,1303,Peopleperhour,Australia,Fixed,Digital Marketing,Mobile Banking,2025-12-22,5932.63,107,42,48.97,78.28,,37.6,4
133,1063,Peopleperhour,USA,Hourly,Seo,Direct Deposit,2025-07-12,5354.61,280,12,57.36,74.17,4.54,67.67,329
9673,1037,Peopleperhour,Canada,Hourly,  Seo  ,Mobile Banking,2025-11-28,9924.25,26,13,,88.28,3.28,65.86,157
12093,325,Fiverr,Usa,Fixed,Graphic Design,Crypto,2025-05-02,6177.31,259,9,133.82,93.12,4.89,77.19,367
604,856,Freelancer,Europe,Hourly,Graphic Design,PayPal,2025-04-01,4890.39,258,46,,97.94,3.9,75.15,95
6868,218,Toptal,asia,Hourly,  Customer Support  ,Bank Transfer,2025-07-10,4448.73,18,16,129.98,87.69,3.17,19.16,204
844,131,Freelancer,Uk,Hourly,Graphic Design,Direct Deposit,2025-06-18,175.04,175,31,88.1,72.79,4.65,22.14,437
394,1422,Freelancer,Europe,Hourly,Content Writing,Direct Deposit,2025-12-22,7406.7,294,43,46.88,,3.23,,166
4389,1693,Freelancer,Asia,Hourly,Data Entry,Bank Transfer,2025-12-02,8598.93,280,5,71.49,64.83,3.13,79.15,440
10325,38,Toptal,Europe,Hourly,Digital Marketing,Mobile Banking,2025-06-28,9157.88,283,45,75.89,87.2,3.45,58.79,492
8205,1335,Fiverr,Usa,Fixed,Digital Marketing,Mobile Banking,2025-03-28,2015.44,149,32,116.56,91.81,3.5,46.84,80
1647,1387,Fiverr,Uk,Fixed,Data Entry,Mobile Banking,2025-01-01,1514.03,23,40,37.76,92.06,4.94,38.3,271
4990,1472,Freelancer,Uk,Fixed,Web Development,Direct Deposit,2025-10-13,8725.86,74,11,115.71,77.99,3.84,,409
3929,839,Freelancer,Canada,Hourly,Content Writing,Mobile Banking,2025-08-31,5739.19,85,21,122.24,82.17,3.2,43.9,390
5512,442,Fiverr,Europe,Hourly,Data Entry,Bank Transfer,2025-11-07,6476.83,258,31,129.63,62.98,3.29,51.01,264
7592,410,Freelancer,AUSTRALIA,Hourly,Digital Marketing,Bank Transfer,2025-05-11,3753.27,194,25,,68.62,,,255
6322,292,Fiverr,Canada,Hourly,Digital Marketing,Direct Deposit,2025-10-17,3562.88,159,24,30.56,85.65,4.37,60.02,8
11459,172,Fiverr,Europe,Hourly,Content Writing,Direct Deposit,2025-08-25,1650.91,252,37,131.75,60.82,4.3,37.7,477
6944,56,UPWORK,Australia,Hourly,Data Entry,Crypto,2025-09-20,5179.8,149,21,99.18,80.72,3.88,22.24,397
10489,679,Upwork,Middle East,Fixed,Graphic Design,Crypto,2025-06-16,686.59,0,57,77.41,84.59,3.25,13.84,165
2278,306,Upwork,Uk,Hourly,Data Entry,PayPal,2025-11-24,8995.41,270,21,,87.18,4.51,54.28,169
10281,594,Fiverr,Asia,Fixed,Web Development,PayPal,2025-08-11,0.0,10,31,50.81,68.62,4.28,13.22,78
3235,186,Peopleperhour,Asia,Hourly,Digital Marketing,Mobile Banking,2025-04-18,2455.61,298,34,29.74,96.75,3.22,,391
11253,1087,Fiverr,uk,Fixed,App Development,PayPal,2025-01-02,9195.28,26,54,,65.51,4.02,39.85,429
3499,1725,Freelancer,Uk,Hourly,  Content Writing  ,Crypto,2025-12-09,5958.3,73,38,138.05,74.07,3.93,21.74,460
6272,1632,Freelancer,Australia,Hourly,Graphic Design,Crypto,2025-04-09,9110.15,205,58,102.01,68.61,3.89,67.11,231
4614,892,Upwork,Asia,Fixed,Digital Marketing,Mobile Banking,2025-05-18,5589.46,67,26,89.85,77.14,3.45,49.22,311
7498,677,Toptal,Australia,Fixed,Seo,Direct Deposit,2025-10-16,2989.81,217,24,88.01,65.87,3.34,54.6,198
11204,1914,Freelancer,Uk,Hourly,Digital Marketing,Bank Transfer,2025-03-02,3744.73,211,41,41.81,,3.13,41.53,205
402,1415,Fiverr,Australia,Hourly,Seo,Direct Deposit,2025-02-10,4750.89,40,40,85.65,87.36,,56.37,313
7535,36,Fiverr,Uk,Hourly,Customer Support,Crypto,2025-08-10,8695.13,254,60,,74.14,3.79,10.92,478
6110,266,Freelancer,Usa,Fixed,Graphic Design,Direct Deposit,2025-07-04,492.6,0,27,80.42,92.75,4.05,30.48,317
5728,1046,Peopleperhour,Canada,Fixed,Customer Support,PayPal,2025-09-01,782.37,105,9,78.37,85.28,4.29,54.39,355
6546,1702,Fiverr,Usa,Fixed,Digital Marketing,PayPal,2025-09-25,1819.1,229,37,30.89,92.02,4.33,80.35,245
9855,1382,Fiverr,Middle East,Hourly,Seo,Crypto,2025-10-21,8521.61,136,39,26.0,77.59,3.44,31.1,391
5691,1020,Upwork,Canada,Fixed,App Development,Mobile Banking,2025-10-15,9734.93,218,45,,,3.5,81.13,173
11858,1289,Toptal,Canada,Fixed,Graphic Design,PayPal,2025-06-30,992.47,34,7,,91.27,3.16,81.02,44
4681,1296,Toptal,Asia,Fixed,Data Entry,PayPal,2025-03-18,5014.06,182,22,103.9,81.11,3.61,31.77,464
5009,445,Toptal,Canada,Fixed,Graphic Design,PayPal,2025-11-12,9353.71,239,46,53.5,,3.37,49.89,159
3554,1294,Upwork,Australia,Hourly,Customer Support,Direct Deposit,2025-05-29,6298.71,31,45,147.41,,4.46,67.61,79
3404,345,peopleperhour,Europe,Fixed,Customer Support,Mobile Banking,2025-12-08,8094.52,5,21,51.25,71.76,4.52,81.21,446
8077,361,Peopleperhour,Asia,Hourly,Customer Support,PayPal,2025-10-27,5565.58,277,21,33.85,67.27,4.36,75.07,244
3884,1367,Upwork,Australia,Fixed,  Graphic Design  ,Bank Transfer,2025-04-29,5531.95,240,11,39.06,78.94,3.06,28.64,395
6746,1682,Peopleperhour,Australia,Hourly,Customer Support,Crypto,2025-02-16,4352.26,268,8,105.83,85.37,3.93,81.67,220
9744,1814,Upwork,Uk,Hourly,App Development,Crypto,2025-10-06,7869.77,144,58,53.52,83.51,4.14,40.64,311
8867,1757,Fiverr,Asia,Hourly,App Development,Crypto,2025-03-05,9676.28,246,25,,80.89,4.5,83.55,349
6724,1596,Freelancer,Australia,Hourly,Seo,Direct Deposit,2025-08-02,7320.5,252,8,109.53,82.95,4.14,11.32,454
1574,1142,Fiverr,Usa,Fixed,Web Development,PayPal,2025-11-16,8054.42,216,4,31.21,67.78,4.8,31.17,137
3057,289,Fiverr,EUROPE,Fixed,Graphic Design,Bank Transfer,2025-06-06,7025.93,55,32,108.69,90.01,3.49,62.07,324
9644,511,Freelancer,Asia,Hourly,Web Development,PayPal,2025-08-19,9206.16,62,19,110.61,86.2,3.18,30.21,365
2424,150,Freelancer,Canada,Hourly,Customer Support,Crypto,2025-05-23,5847.85,173,11,116.01,64.03,4.63,75.96,362
9053,486,Upwork,Middle East,Fixed,Seo,PayPal,2025-12-13,,79,12,64.39,79.89,4.14,,313
5265,412,PEOPLEPERHOUR,Asia,Fixed,Digital Marketing,Crypto,2025-05-02,6055.94,5,42,51.74,88.18,3.64,87.27,366
